Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,872,279.186
World,OWID_WRL,873,279.171
World,OWID_WRL,874,279.156
World,OWID_WRL,875,279.141
World,OWID_WRL,876,279.126
World,OWID_WRL,877,279.111
World,OWID_WRL,878,279.096
World,OWID_WRL,879,279.081
World,OWID_WRL,880,279.066
World,OWID_WRL,881,279.052
World,OWID_WRL,882,279.038
World,OWID_WRL,883,279.024
World,OWID_WRL,884,279.011
World,OWID_WRL,885,278.999
World,OWID_WRL,886,278.987
World,OWID_WRL,887,278.976
World,OWID_WRL,888,278.965
World,OWID_WRL,889,278.956
World,OWID_WRL,890,278.947
World,OWID_WRL,891,278.94
World,OWID_WRL,892,278.933
World,OWID_WRL,893,278.928
World,OWID_WRL,894,278.923
World,OWID_WRL,895,278.921
World,OWID_WRL,896,278.919
World,OWID_WRL,897,278.919
World,OWID_WRL,898,278.92
World,OWID_WRL,899,278.923
World,OWID_WRL,900,278.927
World,OWID_WRL,901,278.932
World,OWID_WRL,902,278.939
World,OWID_WRL,903,278.947
World,OWID_WRL,904,278.955
World,OWID_WRL,905,278.965
World,OWID_WRL,906,278.975
World,OWID_WRL,907,278.986
World,OWID_WRL,908,278.998
World,OWID_WRL,909,279.01
World,OWID_WRL,910,279.023
World,OWID_WRL,911,279.037
World,OWID_WRL,912,279.05
World,OWID_WRL,913,279.064
World,OWID_WRL,914,279.078
World,OWID_WRL,915,279.091
World,OWID_WRL,916,279.105
World,OWID_WRL,917,279.119
World,OWID_WRL,918,279.132
World,OWID_WRL,919,279.145
World,OWID_WRL,920,279.158
World,OWID_WRL,921,279.17
World,OWID_WRL,922,279.182
World,OWID_WRL,923,279.192
World,OWID_WRL,924,279.202
World,OWID_WRL,925,279.212
World,OWID_WRL,926,279.22
World,OWID_WRL,927,279.227
World,OWID_WRL,928,279.233
World,OWID_WRL,929,279.238
World,OWID_WRL,930,279.241
World,OWID_WRL,931,279.243
World,OWID_WRL,932,279.244
World,OWID_WRL,933,279.243
World,OWID_WRL,934,279.24
World,OWID_WRL,935,279.235
World,OWID_WRL,936,279.229
World,OWID_WRL,937,279.221
World,OWID_WRL,938,279.21
World,OWID_WRL,939,279.198
World,OWID_WRL,940,279.183
World,OWID_WRL,941,279.166
World,OWID_WRL,942,279.147
World,OWID_WRL,943,279.125
World,OWID_WRL,944,279.1
World,OWID_WRL,945,279.073
World,OWID_WRL,946,279.044
World,OWID_WRL,947,279.012
World,OWID_WRL,948,278.979
World,OWID_WRL,949,278.944
World,OWID_WRL,950,278.909
World,OWID_WRL,951,278.872
World,OWID_WRL,952,278.836
World,OWID_WRL,953,278.799
World,OWID_WRL,954,278.763
World,OWID_WRL,955,278.728
World,OWID_WRL,956,278.693
World,OWID_WRL,957,278.66
World,OWID_WRL,958,278.629
World,OWID_WRL,959,278.6
World,OWID_WRL,960,278.574
World,OWID_WRL,961,278.55
World,OWID_WRL,962,278.53
World,OWID_WRL,963,278.513
World,OWID_WRL,964,278.5
World,OWID_WRL,965,278.491
World,OWID_WRL,966,278.487
World,OWID_WRL,967,278.488
World,OWID_WRL,968,278.493
World,OWID_WRL,969,278.505
World,OWID_WRL,970,278.522
World,OWID_WRL,971,278.544
World,OWID_WRL,972,278.572
World,OWID_WRL,973,278.603
World,OWID_WRL,974,278.64
World,OWID_WRL,975,278.68
World,OWID_WRL,976,278.724
World,OWID_WRL,977,278.772
World,OWID_WRL,978,278.823
World,OWID_WRL,979,278.877
World,OWID_WRL,980,278.934
World,OWID_WRL,981,278.994
World,OWID_WRL,982,279.055
World,OWID_WRL,983,279.119
World,OWID_WRL,984,279.184
World,OWID_WRL,985,279.251
World,OWID_WRL,986,279.319
World,OWID_WRL,987,279.387
World,OWID_WRL,988,279.457
World,OWID_WRL,989,279.526
World,OWID_WRL,990,279.596
World,OWID_WRL,991,279.665
World,OWID_WRL,992,279.734
World,OWID_WRL,993,279.802
World,OWID_WRL,994,279.87
World,OWID_WRL,995,279.935
World,OWID_WRL,996,280
World,OWID_WRL,997,280.062
World,OWID_WRL,998,280.122
World,OWID_WRL,999,280.18
World,OWID_WRL,1000,280.235
World,OWID_WRL,1001,280.287
World,OWID_WRL,1002,280.336
World,OWID_WRL,1003,280.382
World,OWID_WRL,1004,280.423
World,OWID_WRL,1005,280.461
World,OWID_WRL,1006,280.495
World,OWID_WRL,1007,280.524
World,OWID_WRL,1008,280.55
World,OWID_WRL,1009,280.574
World,OWID_WRL,1010,280.594
World,OWID_WRL,1011,280.612
World,OWID_WRL,1012,280.628
World,OWID_WRL,1013,280.643
World,OWID_WRL,1014,280.657
World,OWID_WRL,1015,280.671
World,OWID_WRL,1016,280.683
World,OWID_WRL,1017,280.697
World,OWID_WRL,1018,280.711
World,OWID_WRL,1019,280.726
World,OWID_WRL,1020,280.742
World,OWID_WRL,1021,280.76
World,OWID_WRL,1022,280.781
World,OWID_WRL,1023,280.804
World,OWID_WRL,1024,280.83
World,OWID_WRL,1025,280.86
World,OWID_WRL,1026,280.894
World,OWID_WRL,1027,280.931
World,OWID_WRL,1028,280.972
World,OWID_WRL,1029,281.016
World,OWID_WRL,1030,281.064
World,OWID_WRL,1031,281.114
World,OWID_WRL,1032,281.167
World,OWID_WRL,1033,281.223
World,OWID_WRL,1034,281.28
World,OWID_WRL,1035,281.34
World,OWID_WRL,1036,281.401
World,OWID_WRL,1037,281.464
World,OWID_WRL,1038,281.529
World,OWID_WRL,1039,281.594
World,OWID_WRL,1040,281.66
World,OWID_WRL,1041,281.727
World,OWID_WRL,1042,281.794
World,OWID_WRL,1043,281.862
World,OWID_WRL,1044,281.929
World,OWID_WRL,1045,281.996
World,OWID_WRL,1046,282.063
World,OWID_WRL,1047,282.129
World,OWID_WRL,1048,282.194
World,OWID_WRL,1049,282.258
World,OWID_WRL,1050,282.32
World,OWID_WRL,1051,282.381
World,OWID_WRL,1052,282.44
World,OWID_WRL,1053,282.496
World,OWID_WRL,1054,282.551
World,OWID_WRL,1055,282.603
World,OWID_WRL,1056,282.652
World,OWID_WRL,1057,282.698
World,OWID_WRL,1058,282.741
World,OWID_WRL,1059,282.78
World,OWID_WRL,1060,282.817
World,OWID_WRL,1061,282.85
World,OWID_WRL,1062,282.879
World,OWID_WRL,1063,282.906
World,OWID_WRL,1064,282.93
World,OWID_WRL,1065,282.951
World,OWID_WRL,1066,282.97
World,OWID_WRL,1067,282.986
World,OWID_WRL,1068,282.999
World,OWID_WRL,1069,283.01
World,OWID_WRL,1070,283.019
World,OWID_WRL,1071,283.026
World,OWID_WRL,1072,283.03
World,OWID_WRL,1073,283.033
World,OWID_WRL,1074,283.034
World,OWID_WRL,1075,283.033
World,OWID_WRL,1076,283.031
World,OWID_WRL,1077,283.027
World,OWID_WRL,1078,283.022
World,OWID_WRL,1079,283.015
World,OWID_WRL,1080,283.007
World,OWID_WRL,1081,282.999
World,OWID_WRL,1082,282.989
World,OWID_WRL,1083,282.978
World,OWID_WRL,1084,282.967
World,OWID_WRL,1085,282.955
World,OWID_WRL,1086,282.943
World,OWID_WRL,1087,282.93
World,OWID_WRL,1088,282.918
World,OWID_WRL,1089,282.904
World,OWID_WRL,1090,282.891
World,OWID_WRL,1091,282.878
World,OWID_WRL,1092,282.865
World,OWID_WRL,1093,282.852
World,OWID_WRL,1094,282.84
World,OWID_WRL,1095,282.828
World,OWID_WRL,1096,282.817
World,OWID_WRL,1097,282.806
World,OWID_WRL,1098,282.796
World,OWID_WRL,1099,282.787
World,OWID_WRL,1100,282.779
World,OWID_WRL,1101,282.773
World,OWID_WRL,1102,282.767
World,OWID_WRL,1103,282.763
World,OWID_WRL,1104,282.76
World,OWID_WRL,1105,282.759
World,OWID_WRL,1106,282.76
World,OWID_WRL,1107,282.762
World,OWID_WRL,1108,282.766
World,OWID_WRL,1109,282.772
World,OWID_WRL,1110,282.779
World,OWID_WRL,1111,282.787
World,OWID_WRL,1112,282.797
World,OWID_WRL,1113,282.808
World,OWID_WRL,1114,282.821
World,OWID_WRL,1115,282.835
World,OWID_WRL,1116,282.85
World,OWID_WRL,1117,282.866
World,OWID_WRL,1118,282.884
World,OWID_WRL,1119,282.902
World,OWID_WRL,1120,282.921
World,OWID_WRL,1121,282.942
World,OWID_WRL,1122,282.963
World,OWID_WRL,1123,282.985
World,OWID_WRL,1124,283.007
World,OWID_WRL,1125,283.031
World,OWID_WRL,1126,283.055
World,OWID_WRL,1127,283.08
World,OWID_WRL,1128,283.105
World,OWID_WRL,1129,283.131
World,OWID_WRL,1130,283.157
World,OWID_WRL,1131,283.184
World,OWID_WRL,1132,283.211
World,OWID_WRL,1133,283.238
World,OWID_WRL,1134,283.265
World,OWID_WRL,1135,283.293
World,OWID_WRL,1136,283.321
World,OWID_WRL,1137,283.349
World,OWID_WRL,1138,283.376
World,OWID_WRL,1139,283.404
World,OWID_WRL,1140,283.432
World,OWID_WRL,1141,283.459
World,OWID_WRL,1142,283.487
World,OWID_WRL,1143,283.514
World,OWID_WRL,1144,283.541
World,OWID_WRL,1145,283.567
World,OWID_WRL,1146,283.593
World,OWID_WRL,1147,283.618
World,OWID_WRL,1148,283.643
World,OWID_WRL,1149,283.668
World,OWID_WRL,1150,283.691
World,OWID_WRL,1151,283.714
World,OWID_WRL,1152,283.737
World,OWID_WRL,1153,283.758
World,OWID_WRL,1154,283.779
World,OWID_WRL,1155,283.798
World,OWID_WRL,1156,283.817
World,OWID_WRL,1157,283.835
World,OWID_WRL,1158,283.851
World,OWID_WRL,1159,283.867
World,OWID_WRL,1160,283.881
World,OWID_WRL,1161,283.894
World,OWID_WRL,1162,283.906
World,OWID_WRL,1163,283.917
World,OWID_WRL,1164,283.926
World,OWID_WRL,1165,283.935
World,OWID_WRL,1166,283.942
World,OWID_WRL,1167,283.949
World,OWID_WRL,1168,283.954
World,OWID_WRL,1169,283.958
World,OWID_WRL,1170,283.962
World,OWID_WRL,1171,283.964
World,OWID_WRL,1172,283.965
World,OWID_WRL,1173,283.966
World,OWID_WRL,1174,283.965
World,OWID_WRL,1175,283.964
World,OWID_WRL,1176,283.962
World,OWID_WRL,1177,283.959
World,OWID_WRL,1178,283.955
World,OWID_WRL,1179,283.951
World,OWID_WRL,1180,283.945
World,OWID_WRL,1181,283.939
World,OWID_WRL,1182,283.933
World,OWID_WRL,1183,283.925
World,OWID_WRL,1184,283.917
World,OWID_WRL,1185,283.909
World,OWID_WRL,1186,283.899
World,OWID_WRL,1187,283.89
World,OWID_WRL,1188,283.879
World,OWID_WRL,1189,283.868
World,OWID_WRL,1190,283.857
World,OWID_WRL,1191,283.845
World,OWID_WRL,1192,283.833
World,OWID_WRL,1193,283.82
World,OWID_WRL,1194,283.807
World,OWID_WRL,1195,283.793
World,OWID_WRL,1196,283.779
World,OWID_WRL,1197,283.765
World,OWID_WRL,1198,283.75
World,OWID_WRL,1199,283.736
World,OWID_WRL,1200,283.721
World,OWID_WRL,1201,283.705
World,OWID_WRL,1202,283.69
World,OWID_WRL,1203,283.674
World,OWID_WRL,1204,283.658
World,OWID_WRL,1205,283.642
World,OWID_WRL,1206,283.626
World,OWID_WRL,1207,283.61
World,OWID_WRL,1208,283.593
World,OWID_WRL,1209,283.577
World,OWID_WRL,1210,283.56
World,OWID_WRL,1211,283.544
World,OWID_WRL,1212,283.527
World,OWID_WRL,1213,283.51
World,OWID_WRL,1214,283.493
World,OWID_WRL,1215,283.475
World,OWID_WRL,1216,283.458
World,OWID_WRL,1217,283.44
World,OWID_WRL,1218,283.421
World,OWID_WRL,1219,283.402
World,OWID_WRL,1220,283.383
World,OWID_WRL,1221,283.364
World,OWID_WRL,1222,283.344
World,OWID_WRL,1223,283.323
World,OWID_WRL,1224,283.302
World,OWID_WRL,1225,283.28
World,OWID_WRL,1226,283.258
World,OWID_WRL,1227,283.235
World,OWID_WRL,1228,283.212
World,OWID_WRL,1229,283.188
World,OWID_WRL,1230,283.163
World,OWID_WRL,1231,283.138
World,OWID_WRL,1232,283.111
World,OWID_WRL,1233,283.084
World,OWID_WRL,1234,283.056
World,OWID_WRL,1235,283.028
World,OWID_WRL,1236,282.998
World,OWID_WRL,1237,282.967
World,OWID_WRL,1238,282.936
World,OWID_WRL,1239,282.904
World,OWID_WRL,1240,282.87
World,OWID_WRL,1241,282.836
World,OWID_WRL,1242,282.8
World,OWID_WRL,1243,282.764
World,OWID_WRL,1244,282.726
World,OWID_WRL,1245,282.687
World,OWID_WRL,1246,282.647
World,OWID_WRL,1247,282.606
World,OWID_WRL,1248,282.564
World,OWID_WRL,1249,282.52
World,OWID_WRL,1250,282.475
World,OWID_WRL,1251,282.429
World,OWID_WRL,1252,282.381
World,OWID_WRL,1253,282.332
World,OWID_WRL,1254,282.281
World,OWID_WRL,1255,282.23
World,OWID_WRL,1256,282.176
World,OWID_WRL,1257,282.121
World,OWID_WRL,1258,282.065
World,OWID_WRL,1259,282.007
World,OWID_WRL,1260,281.948
World,OWID_WRL,1261,281.889
World,OWID_WRL,1262,281.829
World,OWID_WRL,1263,281.769
World,OWID_WRL,1264,281.71
World,OWID_WRL,1265,281.651
World,OWID_WRL,1266,281.594
World,OWID_WRL,1267,281.538
World,OWID_WRL,1268,281.484
World,OWID_WRL,1269,281.432
World,OWID_WRL,1270,281.383
World,OWID_WRL,1271,281.336
World,OWID_WRL,1272,281.293
World,OWID_WRL,1273,281.254
World,OWID_WRL,1274,281.218
World,OWID_WRL,1275,281.187
World,OWID_WRL,1276,281.161
World,OWID_WRL,1277,281.14
World,OWID_WRL,1278,281.123
World,OWID_WRL,1279,281.111
World,OWID_WRL,1280,281.103
World,OWID_WRL,1281,281.099
World,OWID_WRL,1282,281.098
World,OWID_WRL,1283,281.101
World,OWID_WRL,1284,281.107
World,OWID_WRL,1285,281.116
World,OWID_WRL,1286,281.127
World,OWID_WRL,1287,281.141
World,OWID_WRL,1288,281.157
World,OWID_WRL,1289,281.174
World,OWID_WRL,1290,281.193
World,OWID_WRL,1291,281.213
World,OWID_WRL,1292,281.234
World,OWID_WRL,1293,281.256
World,OWID_WRL,1294,281.278
World,OWID_WRL,1295,281.3
World,OWID_WRL,1296,281.322
World,OWID_WRL,1297,281.344
World,OWID_WRL,1298,281.365
World,OWID_WRL,1299,281.385
World,OWID_WRL,1300,281.404
World,OWID_WRL,1301,281.421
World,OWID_WRL,1302,281.437
World,OWID_WRL,1303,281.45
World,OWID_WRL,1304,281.462
World,OWID_WRL,1305,281.471
World,OWID_WRL,1306,281.477
World,OWID_WRL,1307,281.479
World,OWID_WRL,1308,281.479
World,OWID_WRL,1309,281.476
World,OWID_WRL,1310,281.469
World,OWID_WRL,1311,281.46
World,OWID_WRL,1312,281.448
World,OWID_WRL,1313,281.434
World,OWID_WRL,1314,281.417
World,OWID_WRL,1315,281.397
World,OWID_WRL,1316,281.375
World,OWID_WRL,1317,281.351
World,OWID_WRL,1318,281.325
World,OWID_WRL,1319,281.297
World,OWID_WRL,1320,281.267
World,OWID_WRL,1321,281.236
World,OWID_WRL,1322,281.203
World,OWID_WRL,1323,281.168
World,OWID_WRL,1324,281.132
World,OWID_WRL,1325,281.094
World,OWID_WRL,1326,281.056
World,OWID_WRL,1327,281.016
World,OWID_WRL,1328,280.975
World,OWID_WRL,1329,280.934
World,OWID_WRL,1330,280.891
World,OWID_WRL,1331,280.848
World,OWID_WRL,1332,280.805
World,OWID_WRL,1333,280.761
World,OWID_WRL,1334,280.717
World,OWID_WRL,1335,280.673
World,OWID_WRL,1336,280.628
World,OWID_WRL,1337,280.584
World,OWID_WRL,1338,280.539
World,OWID_WRL,1339,280.495
World,OWID_WRL,1340,280.452
World,OWID_WRL,1341,280.408
World,OWID_WRL,1342,280.365
World,OWID_WRL,1343,280.324
World,OWID_WRL,1344,280.282
World,OWID_WRL,1345,280.242
World,OWID_WRL,1346,280.203
World,OWID_WRL,1347,280.165
World,OWID_WRL,1348,280.128
World,OWID_WRL,1349,280.092
World,OWID_WRL,1350,280.058
World,OWID_WRL,1351,280.026
World,OWID_WRL,1352,279.995
World,OWID_WRL,1353,279.965
World,OWID_WRL,1354,279.937
World,OWID_WRL,1355,279.91
World,OWID_WRL,1356,279.885
World,OWID_WRL,1357,279.861
World,OWID_WRL,1358,279.838
World,OWID_WRL,1359,279.816
World,OWID_WRL,1360,279.796
World,OWID_WRL,1361,279.776
World,OWID_WRL,1362,279.758
World,OWID_WRL,1363,279.741
World,OWID_WRL,1364,279.725
World,OWID_WRL,1365,279.711
World,OWID_WRL,1366,279.697
World,OWID_WRL,1367,279.684
World,OWID_WRL,1368,279.672
World,OWID_WRL,1369,279.661
World,OWID_WRL,1370,279.65
World,OWID_WRL,1371,279.641
World,OWID_WRL,1372,279.632
World,OWID_WRL,1373,279.624
World,OWID_WRL,1374,279.617
World,OWID_WRL,1375,279.611
World,OWID_WRL,1376,279.605
World,OWID_WRL,1377,279.599
World,OWID_WRL,1378,279.595
World,OWID_WRL,1379,279.591
World,OWID_WRL,1380,279.587
World,OWID_WRL,1381,279.584
World,OWID_WRL,1382,279.581
World,OWID_WRL,1383,279.579
World,OWID_WRL,1384,279.577
World,OWID_WRL,1385,279.575
World,OWID_WRL,1386,279.574
World,OWID_WRL,1387,279.572
World,OWID_WRL,1388,279.572
World,OWID_WRL,1389,279.571
World,OWID_WRL,1390,279.57
World,OWID_WRL,1391,279.57
World,OWID_WRL,1392,279.569
World,OWID_WRL,1393,279.569
World,OWID_WRL,1394,279.569
World,OWID_WRL,1395,279.568
World,OWID_WRL,1396,279.568
World,OWID_WRL,1397,279.567
World,OWID_WRL,1398,279.567
World,OWID_WRL,1399,279.566
World,OWID_WRL,1400,279.565
World,OWID_WRL,1401,279.563
World,OWID_WRL,1402,279.562
World,OWID_WRL,1403,279.56
World,OWID_WRL,1404,279.558
World,OWID_WRL,1405,279.555
World,OWID_WRL,1406,279.552
World,OWID_WRL,1407,279.549
World,OWID_WRL,1408,279.545
World,OWID_WRL,1409,279.54
World,OWID_WRL,1410,279.535
World,OWID_WRL,1411,279.529
World,OWID_WRL,1412,279.523
World,OWID_WRL,1413,279.517
World,OWID_WRL,1414,279.514
World,OWID_WRL,1415,279.514
World,OWID_WRL,1416,279.519
World,OWID_WRL,1417,279.531
World,OWID_WRL,1418,279.551
World,OWID_WRL,1419,279.582
World,OWID_WRL,1420,279.624
World,OWID_WRL,1421,279.679
World,OWID_WRL,1422,279.749
World,OWID_WRL,1423,279.836
World,OWID_WRL,1424,279.94
World,OWID_WRL,1425,280.064
World,OWID_WRL,1426,280.209
World,OWID_WRL,1427,280.376
World,OWID_WRL,1428,280.568
World,OWID_WRL,1429,280.786
World,OWID_WRL,1430,281.03
World,OWID_WRL,1431,281.287
World,OWID_WRL,1432,281.539
World,OWID_WRL,1433,281.782
World,OWID_WRL,1434,282.017
World,OWID_WRL,1435,282.243
World,OWID_WRL,1436,282.462
World,OWID_WRL,1437,282.672
World,OWID_WRL,1438,282.874
World,OWID_WRL,1439,283.068
World,OWID_WRL,1440,283.254
World,OWID_WRL,1441,283.433
World,OWID_WRL,1442,283.604
World,OWID_WRL,1443,283.768
World,OWID_WRL,1444,283.924
World,OWID_WRL,1445,284.074
World,OWID_WRL,1446,284.216
World,OWID_WRL,1447,284.351
World,OWID_WRL,1448,284.479
World,OWID_WRL,1449,284.6
World,OWID_WRL,1450,284.715
World,OWID_WRL,1451,284.823
World,OWID_WRL,1452,284.925
World,OWID_WRL,1453,285.02
World,OWID_WRL,1454,285.109
World,OWID_WRL,1455,285.192
World,OWID_WRL,1456,285.269
World,OWID_WRL,1457,285.34
World,OWID_WRL,1458,285.405
World,OWID_WRL,1459,285.465
World,OWID_WRL,1460,285.519
World,OWID_WRL,1461,285.568
World,OWID_WRL,1462,285.611
World,OWID_WRL,1463,285.649
World,OWID_WRL,1464,285.682
World,OWID_WRL,1465,285.71
World,OWID_WRL,1466,285.733
World,OWID_WRL,1467,285.751
World,OWID_WRL,1468,285.764
World,OWID_WRL,1469,285.773
World,OWID_WRL,1470,285.777
World,OWID_WRL,1471,285.778
World,OWID_WRL,1472,285.774
World,OWID_WRL,1473,285.765
World,OWID_WRL,1474,285.753
World,OWID_WRL,1475,285.737
World,OWID_WRL,1476,285.717
World,OWID_WRL,1477,285.693
World,OWID_WRL,1478,285.666
World,OWID_WRL,1479,285.635
World,OWID_WRL,1480,285.601
World,OWID_WRL,1481,285.564
World,OWID_WRL,1482,285.523
World,OWID_WRL,1483,285.48
World,OWID_WRL,1484,285.433
World,OWID_WRL,1485,285.384
World,OWID_WRL,1486,285.332
World,OWID_WRL,1487,285.278
World,OWID_WRL,1488,285.221
World,OWID_WRL,1489,285.162
World,OWID_WRL,1490,285.1
World,OWID_WRL,1491,285.036
World,OWID_WRL,1492,284.971
World,OWID_WRL,1493,284.903
World,OWID_WRL,1494,284.834
World,OWID_WRL,1495,284.763
World,OWID_WRL,1496,284.69
World,OWID_WRL,1497,284.616
World,OWID_WRL,1498,284.54
World,OWID_WRL,1499,284.464
World,OWID_WRL,1500,284.386
World,OWID_WRL,1501,284.307
World,OWID_WRL,1502,284.227
World,OWID_WRL,1503,284.146
World,OWID_WRL,1504,284.065
World,OWID_WRL,1505,283.983
World,OWID_WRL,1506,283.901
World,OWID_WRL,1507,283.818
World,OWID_WRL,1508,283.735
World,OWID_WRL,1509,283.651
World,OWID_WRL,1510,283.568
World,OWID_WRL,1511,283.485
World,OWID_WRL,1512,283.402
World,OWID_WRL,1513,283.32
World,OWID_WRL,1514,283.237
World,OWID_WRL,1515,283.156
World,OWID_WRL,1516,283.074
World,OWID_WRL,1517,282.994
World,OWID_WRL,1518,282.915
World,OWID_WRL,1519,282.836
World,OWID_WRL,1520,282.759
World,OWID_WRL,1521,282.682
World,OWID_WRL,1522,282.607
World,OWID_WRL,1523,282.534
World,OWID_WRL,1524,282.462
World,OWID_WRL,1525,282.391
World,OWID_WRL,1526,282.322
World,OWID_WRL,1527,282.256
World,OWID_WRL,1528,282.191
World,OWID_WRL,1529,282.128
World,OWID_WRL,1530,282.067
World,OWID_WRL,1531,282.009
World,OWID_WRL,1532,281.953
World,OWID_WRL,1533,281.9
World,OWID_WRL,1534,281.849
World,OWID_WRL,1535,281.801
World,OWID_WRL,1536,281.755
World,OWID_WRL,1537,281.713
World,OWID_WRL,1538,281.674
World,OWID_WRL,1539,281.638
World,OWID_WRL,1540,281.605
World,OWID_WRL,1541,281.576
World,OWID_WRL,1542,281.55
World,OWID_WRL,1543,281.528
World,OWID_WRL,1544,281.509
World,OWID_WRL,1545,281.495
World,OWID_WRL,1546,281.484
World,OWID_WRL,1547,281.477
World,OWID_WRL,1548,281.475
World,OWID_WRL,1549,281.477
World,OWID_WRL,1550,281.483
World,OWID_WRL,1551,281.493
World,OWID_WRL,1552,281.509
World,OWID_WRL,1553,281.529
World,OWID_WRL,1554,281.554
World,OWID_WRL,1555,281.584
World,OWID_WRL,1556,281.618
World,OWID_WRL,1557,281.659
World,OWID_WRL,1558,281.704
World,OWID_WRL,1559,281.755
World,OWID_WRL,1560,281.811
World,OWID_WRL,1561,281.873
World,OWID_WRL,1562,281.939
World,OWID_WRL,1563,282.009
World,OWID_WRL,1564,282.082
World,OWID_WRL,1565,282.154
World,OWID_WRL,1566,282.226
World,OWID_WRL,1567,282.296
World,OWID_WRL,1568,282.363
World,OWID_WRL,1569,282.425
World,OWID_WRL,1570,282.48
World,OWID_WRL,1571,282.528
World,OWID_WRL,1572,282.567
World,OWID_WRL,1573,282.595
World,OWID_WRL,1574,282.612
World,OWID_WRL,1575,282.616
World,OWID_WRL,1576,282.605
World,OWID_WRL,1577,282.578
World,OWID_WRL,1578,282.534
World,OWID_WRL,1579,282.471
World,OWID_WRL,1580,282.389
World,OWID_WRL,1581,282.284
World,OWID_WRL,1582,282.157
World,OWID_WRL,1583,282.006
World,OWID_WRL,1584,281.829
World,OWID_WRL,1585,281.626
World,OWID_WRL,1586,281.394
World,OWID_WRL,1587,281.132
World,OWID_WRL,1588,280.839
World,OWID_WRL,1589,280.514
World,OWID_WRL,1590,280.159
World,OWID_WRL,1591,279.776
World,OWID_WRL,1592,279.371
World,OWID_WRL,1593,278.947
World,OWID_WRL,1594,278.506
World,OWID_WRL,1595,278.053
World,OWID_WRL,1596,277.592
World,OWID_WRL,1597,277.126
World,OWID_WRL,1598,276.658
World,OWID_WRL,1599,276.193
World,OWID_WRL,1600,275.733
World,OWID_WRL,1601,275.284
World,OWID_WRL,1602,274.847
World,OWID_WRL,1603,274.427
World,OWID_WRL,1604,274.028
World,OWID_WRL,1605,273.652
World,OWID_WRL,1606,273.305
World,OWID_WRL,1607,272.989
World,OWID_WRL,1608,272.707
World,OWID_WRL,1609,272.465
World,OWID_WRL,1610,272.264
World,OWID_WRL,1611,272.109
World,OWID_WRL,1612,272
World,OWID_WRL,1613,271.933
World,OWID_WRL,1614,271.907
World,OWID_WRL,1615,271.917
World,OWID_WRL,1616,271.962
World,OWID_WRL,1617,272.039
World,OWID_WRL,1618,272.144
World,OWID_WRL,1619,272.275
World,OWID_WRL,1620,272.43
World,OWID_WRL,1621,272.604
World,OWID_WRL,1622,272.796
World,OWID_WRL,1623,273.003
World,OWID_WRL,1624,273.222
World,OWID_WRL,1625,273.45
World,OWID_WRL,1626,273.684
World,OWID_WRL,1627,273.921
World,OWID_WRL,1628,274.159
World,OWID_WRL,1629,274.395
World,OWID_WRL,1630,274.627
World,OWID_WRL,1631,274.853
World,OWID_WRL,1632,275.073
World,OWID_WRL,1633,275.287
World,OWID_WRL,1634,275.494
World,OWID_WRL,1635,275.693
World,OWID_WRL,1636,275.885
World,OWID_WRL,1637,276.067
World,OWID_WRL,1638,276.24
World,OWID_WRL,1639,276.404
World,OWID_WRL,1640,276.557
World,OWID_WRL,1641,276.699
World,OWID_WRL,1642,276.83
World,OWID_WRL,1643,276.951
World,OWID_WRL,1644,277.062
World,OWID_WRL,1645,277.163
World,OWID_WRL,1646,277.255
World,OWID_WRL,1647,277.337
World,OWID_WRL,1648,277.41
World,OWID_WRL,1649,277.474
World,OWID_WRL,1650,277.531
World,OWID_WRL,1651,277.579
World,OWID_WRL,1652,277.619
World,OWID_WRL,1653,277.652
World,OWID_WRL,1654,277.677
World,OWID_WRL,1655,277.696
World,OWID_WRL,1656,277.707
World,OWID_WRL,1657,277.713
World,OWID_WRL,1658,277.713
World,OWID_WRL,1659,277.706
World,OWID_WRL,1660,277.695
World,OWID_WRL,1661,277.678
World,OWID_WRL,1662,277.656
World,OWID_WRL,1663,277.63
World,OWID_WRL,1664,277.599
World,OWID_WRL,1665,277.564
World,OWID_WRL,1666,277.526
World,OWID_WRL,1667,277.484
World,OWID_WRL,1668,277.439
World,OWID_WRL,1669,277.391
World,OWID_WRL,1670,277.341
World,OWID_WRL,1671,277.288
World,OWID_WRL,1672,277.233
World,OWID_WRL,1673,277.177
World,OWID_WRL,1674,277.12
World,OWID_WRL,1675,277.061
World,OWID_WRL,1676,277.001
World,OWID_WRL,1677,276.941
World,OWID_WRL,1678,276.881
World,OWID_WRL,1679,276.821
World,OWID_WRL,1680,276.761
World,OWID_WRL,1681,276.702
World,OWID_WRL,1682,276.644
World,OWID_WRL,1683,276.587
World,OWID_WRL,1684,276.532
World,OWID_WRL,1685,276.478
World,OWID_WRL,1686,276.427
World,OWID_WRL,1687,276.378
World,OWID_WRL,1688,276.332
World,OWID_WRL,1689,276.289
World,OWID_WRL,1690,276.249
World,OWID_WRL,1691,276.212
World,OWID_WRL,1692,276.18
World,OWID_WRL,1693,276.15
World,OWID_WRL,1694,276.125
World,OWID_WRL,1695,276.102
World,OWID_WRL,1696,276.084
World,OWID_WRL,1697,276.069
World,OWID_WRL,1698,276.058
World,OWID_WRL,1699,276.051
World,OWID_WRL,1700,276.048
