,JENA_s85 Land
2015-01-16 00:00:00,0.4387601821226117
2015-02-16 00:00:00,0.26376768289834457
2015-03-16 00:00:00,0.14641194563676924
2015-04-16 00:00:00,0.03974344424769986
2015-05-16 00:00:00,-0.8548364861980478
2015-06-16 00:00:00,-2.2098311737172462
2015-07-16 00:00:00,-2.6877238447000016
2015-08-16 00:00:00,-1.337967541183251
2015-09-16 00:00:00,0.5073740531797334
2015-10-16 00:00:00,1.4210512376392603
2015-11-16 00:00:00,1.4243827059516367
2015-12-16 00:00:00,1.2315104523012488
