,JENA_s76 Land
2015-01-16 00:00:00,0.42201934705835886
2015-02-16 00:00:00,0.25693519937415515
2015-03-16 00:00:00,0.2840776502211455
2015-04-16 00:00:00,0.1373023452357838
2015-05-16 00:00:00,-0.7640859780415284
2015-06-16 00:00:00,-2.0909243243937583
2015-07-16 00:00:00,-2.675845508208951
2015-08-16 00:00:00,-1.3716656516673582
2015-09-16 00:00:00,0.3738688583479608
2015-10-16 00:00:00,1.2398605251922232
2015-11-16 00:00:00,1.433178673706551
2015-12-16 00:00:00,1.1721917670195123
