,CAMS Land
2015-01-16 00:00:00,0.06394992023812136
2015-02-16 00:00:00,0.14533243327784234
2015-03-16 00:00:00,0.34006223046027195
2015-04-16 00:00:00,0.13082859534279404
2015-05-16 00:00:00,-0.8668272386861141
2015-06-16 00:00:00,-2.19143168836046
2015-07-16 00:00:00,-2.8850053007491283
2015-08-16 00:00:00,-1.3207056170425238
2015-09-16 00:00:00,0.4759601839016422
2015-10-16 00:00:00,1.6380377817525011
2015-11-16 00:00:00,1.6443598735465736
2015-12-16 00:00:00,0.9093216261678407
