,CTRACKER Land
2015-01-16 00:00:00,0.46183992737371843
2015-02-16 00:00:00,0.3951272306957074
2015-03-16 00:00:00,0.6647770526454431
2015-04-16 00:00:00,0.14924202239176365
2015-05-16 00:00:00,-0.992407989682342
2015-06-16 00:00:00,-2.092612249326508
2015-07-16 00:00:00,-2.5935695213350307
2015-08-16 00:00:00,-1.2576721555963797
2015-09-16 00:00:00,0.3338872930644327
2015-10-16 00:00:00,0.9670170884480622
2015-11-16 00:00:00,1.2117317586465843
2015-12-16 00:00:00,0.9710041148538158
